record_id,gender,study_year,study_hours_per_week,uses_planner,for the next 8 questions you will have a list of problems obstacles classify them according to how much they influence your studies 1 first,2 second,3 third,4 fourth,5 fifth,6 sixth,7 seventh,8 eighth,program_satisfaction,external_activities,motivation_level,ai_interest,sleep_hours,stress_management,english_level,programming_level,computer_science_level,mathematics_level,year_ordinal,inferred_year_from_grades,y1_avg_s1,y1_avg_s2,y1_avg,1y foundational mathematics,1y dsa1,1y digital systems,1y information technology essentials,1y english 1,1y cpsct,1y oop,1y introduction to linux,1y linear algebra,1y mathematical analysis 1,1y introduction to statistics,1y english 2,1y intensive english,1y seminar,1y analysis i,1y algebra,1y a com i,1y intro prog c,1y analysis ii,1y a com ii,1y proba stat,bac_specialty_Science,bac_specialty_Technical maths,preferred_study_place_In the dorms' library,preferred_study_place_In the school's library,preferred_study_place_In your room (dorms),preferred_study_time_In peer,preferred_study_time_With a group,feedback_influence_Positively,feedback_influence_You do not care about
94,1,2,2,0,2,1,5,1,6,0,7,3,3.0,0,3.0,3.0,2,4.0,7.0,5.0,6.0,6.0,2,1.0,14.0,13.0,13.0,2,3,3,3,5,4,4,3,3,3,3,5,5,4,4,3,5,3,4,5,3,True,False,False,True,False,False,False,False,True
95,1,2,1,0,5,2,1,1,0,5,3,7,2.0,0,3.0,5.0,3,3.0,6.0,5.0,5.0,6.0,2,1.0,14.0,13.0,13.0,2,3,3,3,5,4,4,3,3,3,3,5,4,4,5,4,4,4,5,4,3,True,False,False,False,False,True,False,False,True
96,1,3,2,0,2,1,6,4,5,0,7,3,2.0,0,3.0,4.0,2,3.0,7.0,6.0,6.0,6.0,3,2.0,14.0,13.0,13.0,4,3,3,3,4,4,4,3,3,4,3,5,4,4,5,4,4,4,5,4,3,True,False,False,False,False,True,False,False,False
97,0,2,2,1,4,1,6,1,4,0,7,3,2.0,0,2.0,3.0,3,4.0,8.0,6.0,5.0,8.0,2,1.0,14.0,13.0,13.0,4,3,3,3,4,4,4,3,3,4,3,5,4,4,5,4,3,4,4,4,3,False,False,False,False,True,False,False,False,True
98,1,2,2,1,5,1,2,0,4,7,5,3,1.0,0,3.0,3.0,2,2.0,7.0,7.0,6.0,6.0,2,1.0,14.0,13.0,13.0,4,3,4,4,4,4,4,4,3,4,3,4,4,4,5,4,3,4,4,4,3,False,False,False,False,False,True,False,True,False
99,0,2,1,0,1,7,6,1,0,2,5,3,3.0,1,3.0,5.0,3,5.0,6.0,7.0,8.0,6.0,2,1.0,14.0,13.0,13.0,4,3,4,4,4,4,4,4,3,4,3,4,5,4,5,4,4,4,5,4,4,True,False,False,True,False,True,False,False,True
100,1,3,1,0,2,4,6,5,1,3,0,7,3.0,1,4.0,5.0,2,4.0,7.0,8.0,7.0,7.0,3,2.0,14.0,13.0,13.0,4,3,4,4,4,4,4,4,3,5,3,4,5,4,5,4,4,4,5,4,4,True,False,False,False,False,False,False,True,False
101,1,2,2,0,2,4,1,5,6,0,3,7,2.0,1,4.0,3.0,3,5.0,7.0,8.0,8.0,6.0,2,1.0,14.0,13.0,13.0,4,3,4,4,4,4,4,4,3,4,3,4,5,4,5,4,4,4,5,4,4,True,False,False,False,False,False,False,False,True
102,1,2,2,1,3,1,6,2,7,5,0,3,2.0,0,3.0,3.0,2,2.0,5.0,6.0,6.0,6.0,2,1.0,14.0,13.0,13.0,3,3,4,3,4,4,3,3,3,3,3,3,5,4,5,4,4,4,5,4,4,False,False,True,False,False,True,False,False,False
103,1,3,1,0,1,0,6,4,4,7,2,5,2.0,1,2.0,2.0,3,4.0,7.0,7.0,7.0,9.0,3,3.0,14.0,13.0,13.0,3,3,4,3,4,4,3,3,3,4,4,4,5,4,5,4,4,4,5,4,4,False,False,False,False,False,False,False,False,True
104,0,2,2,1,5,1,4,1,2,0,7,3,2.0,1,3.0,3.0,2,3.0,6.0,6.0,6.0,8.0,2,1.0,14.0,13.0,13.0,3,3,4,3,4,3,4,3,3,4,4,4,4,4,5,4,3,4,5,4,3,False,False,False,False,True,False,False,False,True
105,1,3,2,1,2,4,6,1,0,5,3,7,3.0,1,3.0,5.0,2,4.0,8.0,7.0,8.0,7.0,3,2.0,14.0,13.0,13.0,3,4,4,3,4,5,4,3,3,4,3,4,4,4,5,4,3,4,5,4,3,False,True,False,True,False,False,True,True,False
106,1,2,2,1,3,6,2,0,5,7,5,3,2.0,1,3.0,2.0,3,2.0,7.0,7.0,7.0,8.0,2,1.0,14.0,13.0,13.0,4,4,3,4,4,5,4,4,3,5,3,4,4,4,5,4,3,4,5,4,3,False,False,False,True,False,False,True,False,False
107,1,3,2,1,2,4,1,6,0,5,6,3,3.0,0,3.0,5.0,2,3.0,8.0,8.0,8.0,8.0,3,2.0,14.0,13.0,13.0,4,4,3,4,4,5,4,4,3,5,3,4,4,4,5,4,3,4,5,4,3,True,False,False,False,False,True,False,True,False
108,1,2,1,0,2,4,1,1,0,3,7,5,2.0,0,4.0,4.0,2,2.0,7.0,6.0,6.0,5.0,2,1.0,15.0,11.0,13.0,4,4,3,4,4,4,3,4,2,5,3,4,5,4,5,4,4,3,4,5,4,False,False,False,False,False,False,False,False,True
109,0,2,1,0,2,1,4,1,6,0,3,7,4.0,0,4.0,5.0,2,2.0,7.0,5.0,3.0,5.0,2,1.0,15.0,12.0,13.0,4,4,3,4,4,4,4,4,4,5,3,4,5,4,4,4,4,4,3,4,3,False,False,False,False,True,False,False,False,True
110,1,2,2,1,5,2,1,1,3,0,5,7,2.0,1,4.0,4.0,2,2.0,9.0,5.0,5.0,7.0,2,1.0,15.0,12.0,13.0,4,4,3,4,4,4,4,4,3,5,3,4,5,4,4,3,5,3,5,5,3,False,False,False,True,False,True,False,False,True
111,0,2,2,1,2,4,6,1,7,0,3,5,3.0,1,3.0,4.0,2,2.0,8.0,6.0,6.0,5.0,2,1.0,15.0,12.0,13.0,4,4,3,4,4,4,4,4,3,5,3,4,5,4,5,4,4,4,4,5,3,False,False,False,False,True,False,False,False,True
112,1,2,2,1,2,4,5,1,0,1,3,7,2.0,0,3.0,4.0,2,3.0,8.0,6.0,7.0,8.0,2,1.0,15.0,12.0,13.0,4,4,3,4,4,4,3,4,3,5,3,4,5,4,5,4,5,3,4,5,3,True,False,False,True,False,True,False,False,True
113,0,2,2,1,4,6,1,1,3,4,0,7,2.0,1,5.0,4.0,2,4.0,6.0,5.0,7.0,7.0,2,1.0,15.0,12.0,13.0,4,4,3,4,4,5,4,4,3,5,3,4,5,4,5,4,4,4,4,4,2,True,False,False,False,True,False,False,False,True
114,1,2,5,1,1,2,6,1,5,0,7,3,2.0,0,3.0,4.0,2,3.0,8.0,7.0,3.0,8.0,2,1.0,15.0,12.0,13.0,4,4,3,4,4,5,4,4,3,5,3,4,5,4,5,3,4,4,4,4,3,True,False,False,False,True,False,True,False,True
115,0,2,2,0,4,6,4,1,1,0,7,3,1.0,0,4.0,5.0,3,2.0,8.0,7.0,8.0,3.0,2,1.0,15.0,13.0,13.0,4,4,3,4,4,4,4,4,3,5,3,4,4,4,5,4,3,4,4,4,3,False,False,False,True,False,True,False,False,True
116,0,2,1,0,1,6,2,4,5,3,0,7,2.0,0,5.0,4.0,3,3.0,6.0,5.0,4.0,4.0,2,1.0,16.0,10.0,13.0,4,4,5,4,4,4,3,3,3,3,3,3,4,4,5,4,3,4,4,4,3,True,False,False,False,True,False,False,False,True
117,1,2,2,1,3,2,6,1,0,7,5,3,2.0,1,4.0,2.0,3,2.0,5.0,5.0,5.0,4.0,2,1.0,16.0,10.0,13.0,4,4,3,3,5,4,3,5,4,2,3,4,4,4,5,4,3,4,4,4,3,True,False,False,False,False,False,False,True,False
118,0,2,1,0,2,0,6,1,1,5,4,3,3.0,1,4.0,4.0,2,4.0,8.0,8.0,7.0,7.0,2,1.0,13.0,14.0,14.0,4,4,3,3,5,4,4,5,3,2,3,4,4,4,4,4,3,4,5,5,4,False,False,False,False,False,False,False,False,True
119,0,3,1,0,2,1,6,3,4,0,5,7,2.0,1,3.0,4.0,2,3.0,8.0,8.0,7.0,7.0,3,2.0,13.0,14.0,14.0,4,4,3,3,5,4,4,5,3,2,3,4,4,4,4,4,3,4,5,5,4,False,False,False,False,False,False,False,False,True
120,1,2,4,1,5,4,2,1,5,1,0,3,3.0,1,3.0,4.0,2,2.0,7.0,4.0,3.0,5.0,2,1.0,13.0,15.0,14.0,3,3,3,5,5,3,4,5,3,4,5,5,4,4,4,4,3,4,5,5,4,True,False,False,True,False,False,False,False,True
121,1,2,1,0,5,1,6,0,5,3,4,7,4.0,1,4.0,4.0,3,5.0,7.0,9.0,8.0,9.0,2,1.0,13.0,15.0,14.0,1,5,5,5,2,1,4,5,4,5,4,1,4,4,4,4,3,4,5,5,4,False,False,False,False,True,False,False,False,True
122,1,4,2,1,0,4,1,2,3,6,5,7,4.0,1,2.0,5.0,2,3.0,8.0,9.0,9.0,9.0,4,3.0,13.0,15.0,14.0,1,5,5,5,2,1,4,5,4,5,4,1,4,4,4,4,3,4,5,5,4,False,False,False,False,True,False,False,True,False
123,0,2,3,1,3,2,6,1,5,7,0,3,3.0,1,3.0,4.0,2,2.0,8.0,7.0,7.0,6.0,2,1.0,14.0,13.0,14.0,4,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,3,4,5,5,4,False,False,False,True,False,False,False,True,False
124,0,2,1,0,5,5,2,4,4,3,2,0,2.0,0,3.0,4.0,2,3.0,8.0,6.0,6.0,5.0,2,1.0,14.0,13.0,14.0,4,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,3,4,5,5,4,False,False,False,False,True,False,False,False,True
125,0,2,1,1,0,6,2,4,3,7,1,5,1.0,1,5.0,5.0,3,4.0,8.0,9.0,9.0,7.0,2,1.0,14.0,13.0,14.0,4,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,3,4,5,5,4,True,False,False,False,True,False,False,True,False
126,0,2,4,0,2,6,5,4,1,3,7,0,3.0,1,3.0,4.0,2,4.0,7.0,7.0,7.0,8.0,2,1.0,14.0,14.0,14.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,True,False,False,False,True,True,False,False,True
127,0,2,4,0,4,1,6,7,4,0,2,3,2.0,0,3.0,4.0,2,3.0,7.0,8.0,7.0,7.0,2,1.0,14.0,14.0,14.0,4,3,4,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,5,4,False,False,False,False,False,False,False,False,False
128,1,3,4,0,3,2,0,5,6,1,7,3,3.0,1,5.0,5.0,2,4.0,8.0,9.0,8.0,7.0,3,2.0,14.0,14.0,14.0,4,3,4,5,5,4,3,4,2,3,4,4,4,4,4,4,3,4,5,5,4,True,False,False,False,True,False,False,True,False
129,0,2,2,0,5,1,4,1,7,2,5,3,1.0,0,2.0,5.0,2,1.0,7.0,7.0,7.0,7.0,2,1.0,14.0,14.0,14.0,4,3,4,5,5,4,4,4,3,3,4,4,5,4,4,4,3,4,5,4,4,False,False,False,False,True,False,False,False,True
130,0,2,2,1,2,4,0,3,6,1,5,7,3.0,0,4.0,4.0,2,4.0,5.0,7.0,7.0,6.0,2,1.0,14.0,14.0,14.0,3,4,4,5,3,3,3,4,4,4,4,3,5,4,4,4,3,4,5,4,4,False,True,False,False,True,False,False,True,False
131,0,3,1,0,6,1,6,2,4,5,0,3,4.0,1,3.0,3.0,3,5.0,7.0,7.0,7.0,7.0,3,2.0,14.0,14.0,14.0,3,4,4,5,4,3,3,4,2,3,3,4,5,4,4,4,3,4,5,4,4,True,False,False,False,False,True,False,True,False
132,0,2,3,1,3,1,6,1,7,0,2,3,2.0,1,4.0,4.0,3,2.0,7.0,7.0,7.0,8.0,2,1.0,14.0,14.0,14.0,3,4,4,5,4,3,4,4,3,3,3,4,5,4,4,4,4,4,5,5,4,False,False,False,True,False,False,False,False,True
133,1,2,2,1,3,2,0,6,5,1,7,3,3.0,1,5.0,4.0,2,2.0,9.0,7.0,7.0,5.0,2,1.0,14.0,14.0,14.0,4,4,3,5,4,3,4,4,3,3,3,3,5,4,4,4,4,4,5,5,4,False,False,False,True,False,False,False,True,False
134,0,2,1,0,4,5,5,5,5,5,5,5,3.0,1,4.0,4.0,3,5.0,8.0,9.0,10.0,7.0,2,1.0,14.0,14.0,14.0,4,4,4,5,4,3,4,5,3,4,5,4,5,4,4,4,4,4,5,5,4,False,False,False,False,True,True,False,False,True
135,1,2,5,0,2,0,6,1,1,5,7,3,3.0,1,4.0,5.0,2,4.0,9.0,8.0,7.0,7.0,2,1.0,14.0,14.0,14.0,4,4,4,5,4,5,4,5,3,4,5,4,5,4,4,4,4,4,5,5,4,True,False,False,False,True,False,False,False,True
136,0,3,1,0,2,4,0,6,3,0,5,7,4.0,1,5.0,5.0,2,5.0,8.0,8.0,8.0,8.0,3,2.0,14.0,14.0,14.0,3,5,4,5,4,5,4,5,3,4,5,4,5,4,4,4,4,4,5,5,4,True,False,False,False,True,True,False,True,False
137,1,4,5,1,5,2,0,4,1,5,3,7,2.0,0,3.0,4.0,2,3.0,7.0,6.0,7.0,9.0,4,3.0,14.0,14.0,14.0,3,5,4,5,4,5,4,5,3,4,5,4,5,4,4,4,4,4,5,5,4,False,True,False,False,True,False,False,False,True
138,0,4,2,0,4,6,2,1,4,2,3,7,3.0,1,3.0,4.0,2,2.0,9.0,8.0,7.0,7.0,4,3.0,14.0,14.0,14.0,3,5,4,5,4,5,4,5,3,4,5,4,5,4,4,4,4,4,5,5,4,False,False,False,False,True,False,False,False,True
139,0,4,1,0,3,2,6,1,3,5,0,7,2.0,1,4.0,4.0,3,2.0,9.0,9.0,9.0,7.0,4,2.0,14.0,14.0,14.0,3,5,4,5,4,5,4,5,3,4,5,4,5,4,4,4,4,4,5,5,4,False,False,False,True,False,True,False,False,True
140,1,2,1,0,5,2,1,4,5,3,7,0,3.0,0,3.0,4.0,2,2.0,7.0,6.0,6.0,6.0,2,1.0,15.0,13.0,14.0,3,3,4,4,4,4,4,4,2,4,4,3,5,4,4,4,4,4,5,5,4,False,False,False,True,False,False,False,False,True
141,0,2,3,0,3,2,0,1,1,6,3,7,2.0,1,3.0,4.0,2,3.0,9.0,8.0,8.0,6.0,2,1.0,15.0,13.0,14.0,3,3,4,4,4,4,4,4,3,4,4,3,5,4,5,4,4,4,4,4,4,True,False,False,True,False,False,False,False,True
142,0,2,1,0,5,2,0,1,4,7,3,5,2.0,0,3.0,5.0,2,4.0,9.0,8.0,9.0,8.0,2,1.0,15.0,13.0,14.0,4,4,4,4,5,4,4,4,3,3,4,4,5,4,5,4,4,4,4,4,4,False,False,False,True,False,False,False,True,False
143,0,3,1,0,2,6,1,0,1,5,3,7,3.0,0,5.0,5.0,3,5.0,4.0,8.0,8.0,9.0,3,2.0,15.0,13.0,14.0,4,3,3,3,4,4,4,3,3,5,4,4,5,4,5,4,4,4,4,4,4,False,False,False,False,True,False,False,False,True
144,1,2,2,1,3,2,6,1,5,7,1,3,3.0,1,4.0,5.0,2,3.0,9.0,9.0,9.0,7.0,2,1.0,15.0,13.0,14.0,4,3,3,3,4,4,4,3,3,5,4,4,5,4,5,4,4,4,4,5,3,True,False,False,False,True,False,False,False,True
145,0,2,1,0,2,4,1,6,0,3,7,5,4.0,1,4.0,4.0,3,1.0,6.0,5.0,5.0,5.0,2,1.0,15.0,13.0,14.0,3,4,4,4,3,3,4,4,3,3,4,3,5,4,5,4,4,4,4,5,3,False,False,False,False,True,False,False,False,True
146,1,2,3,0,3,2,6,1,5,2,2,4,3.0,1,5.0,5.0,2,3.0,7.0,8.0,8.0,8.0,2,1.0,15.0,13.0,14.0,3,4,4,4,3,5,4,4,3,3,4,3,4,4,5,4,4,4,4,4,4,False,False,False,False,False,False,False,False,True
147,0,2,2,1,3,2,6,0,1,3,3,7,3.0,0,4.0,5.0,2,3.0,8.0,7.0,7.0,9.0,2,1.0,15.0,14.0,14.0,5,4,3,4,5,4,4,4,3,4,5,4,4,4,5,4,4,4,4,4,4,False,False,False,False,False,False,False,True,False
148,1,2,2,0,3,2,6,1,5,0,7,3,1.0,0,5.0,2.0,2,2.0,5.0,5.0,4.0,3.0,2,1.0,15.0,14.0,14.0,3,3,4,4,4,4,3,4,3,3,3,4,4,4,5,4,4,4,4,4,4,False,True,False,False,False,False,False,False,True
149,0,3,2,0,5,2,1,4,0,7,5,3,3.0,1,3.0,4.0,3,3.0,7.0,7.0,7.0,8.0,3,2.0,15.0,14.0,14.0,4,3,4,4,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,False,False,False,False,True,False,False,False,True
150,0,2,1,0,3,2,1,1,6,7,3,5,3.0,1,4.0,4.0,2,3.0,6.0,8.0,5.0,4.0,2,1.0,15.0,14.0,14.0,4,3,4,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,5,5,4,True,False,False,False,True,False,False,False,True
151,0,2,3,0,3,2,1,1,7,0,5,3,2.0,1,4.0,4.0,2,4.0,7.0,9.0,7.0,8.0,2,1.0,15.0,14.0,14.0,4,3,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,False,False,False,True,False,True,False,False,True
152,1,2,5,1,2,4,7,1,6,5,0,3,2.0,0,3.0,3.0,2,4.0,4.0,4.0,6.0,5.0,2,1.0,15.0,14.0,14.0,4,3,4,4,4,5,4,4,3,4,4,4,4,4,5,4,4,4,5,5,4,True,False,False,False,True,False,False,False,True
153,1,2,2,0,3,2,6,0,1,5,7,5,3.0,1,4.0,4.0,2,3.0,9.0,7.0,6.0,7.0,2,1.0,15.0,14.0,14.0,4,3,4,4,4,5,4,4,3,4,4,4,4,4,5,4,4,4,5,5,4,False,False,False,False,True,False,False,False,True
154,0,2,1,0,3,1,2,1,0,6,3,7,2.0,0,2.0,3.0,2,3.0,7.0,4.0,4.0,8.0,2,1.0,16.0,13.0,14.0,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,3,4,5,4,3,True,False,False,False,False,False,False,False,True
155,1,2,2,0,3,2,0,1,6,1,3,7,4.0,1,4.0,5.0,2,3.0,7.0,6.0,6.0,6.0,2,1.0,16.0,13.0,14.0,4,3,4,4,4,5,3,4,3,4,4,4,4,5,5,5,4,4,5,5,3,True,False,False,False,True,False,False,False,True
156,0,2,2,0,3,7,3,1,2,6,0,5,4.0,1,4.0,4.0,2,5.0,6.0,9.0,8.0,9.0,2,1.0,14.0,16.0,15.0,3,4,3,3,2,2,4,3,4,4,4,3,4,5,5,5,4,4,5,5,3,True,False,False,False,True,False,False,True,False
157,1,2,5,0,1,4,6,1,7,0,3,5,2.0,0,2.0,2.0,1,1.0,6.0,7.0,3.0,9.0,2,1.0,15.0,14.0,15.0,3,4,3,3,2,4,4,3,4,4,4,3,4,4,5,4,4,4,5,4,4,False,True,False,True,False,True,False,False,True
158,0,2,2,0,2,4,6,5,1,3,0,7,2.0,1,4.0,4.0,1,5.0,7.0,9.0,8.0,7.0,2,1.0,15.0,14.0,15.0,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,4,4,False,False,False,False,True,False,False,False,True
159,0,2,1,0,4,2,6,1,1,0,3,7,2.0,1,4.0,3.0,3,3.0,7.0,7.0,7.0,7.0,2,1.0,15.0,14.0,15.0,4,5,4,4,4,4,4,5,3,4,4,4,4,4,5,5,4,4,5,5,4,False,False,False,False,False,False,False,False,True
160,0,3,1,0,3,2,6,0,6,6,6,0,3.0,1,4.0,4.0,2,5.0,8.0,8.0,8.0,7.0,3,2.0,15.0,15.0,15.0,4,4,4,4,4,4,4,5,4,4,3,4,4,4,5,5,4,4,5,5,4,True,False,False,False,True,True,False,False,True
161,0,2,3,0,3,2,2,1,0,6,6,6,3.0,1,4.0,5.0,2,4.0,7.0,8.0,8.0,8.0,2,1.0,15.0,15.0,15.0,4,3,5,3,4,4,4,4,4,5,3,4,4,4,5,5,4,4,5,5,4,False,True,False,False,True,False,False,False,True
162,0,3,1,0,5,4,2,1,4,0,5,6,3.0,1,4.0,4.0,2,4.0,6.0,8.0,8.0,9.0,3,2.0,15.0,15.0,15.0,5,5,5,3,4,4,4,4,4,5,3,4,4,4,5,5,4,4,5,5,4,False,False,False,False,True,True,False,False,False
163,0,2,2,0,5,0,2,1,4,3,5,7,2.0,0,3.0,3.0,2,1.0,2.0,6.0,4.0,5.0,2,1.0,15.0,15.0,15.0,5,5,5,3,4,4,5,4,4,5,3,4,5,4,5,4,4,4,5,5,4,False,False,False,True,False,False,False,False,True
164,1,2,1,0,5,2,0,4,1,3,5,7,3.0,1,4.0,4.0,3,2.0,3.0,5.0,5.0,7.0,2,1.0,15.0,15.0,15.0,3,4,5,3,3,4,4,4,3,3,3,3,5,4,5,4,4,4,5,5,4,False,False,False,True,False,True,False,False,True
165,1,2,1,0,2,4,0,6,3,1,7,5,3.0,0,4.0,4.0,3,4.0,9.0,7.0,7.0,6.0,2,1.0,15.0,15.0,15.0,4,4,4,5,5,4,4,5,3,4,4,4,5,4,5,4,4,4,5,5,4,True,False,False,False,True,False,False,False,False
166,0,2,5,0,2,4,6,1,0,3,7,5,3.0,1,4.0,5.0,2,3.0,9.0,9.0,8.0,7.0,2,1.0,15.0,15.0,15.0,4,4,5,4,4,4,4,4,3,4,4,4,5,4,5,4,4,4,5,5,4,False,True,False,True,False,False,False,True,False
167,0,2,1,1,3,4,2,4,4,4,4,4,3.0,0,3.0,3.0,2,5.0,7.0,6.0,6.0,7.0,2,2.0,15.0,15.0,15.0,3,3,3,3,3,4,3,3,3,3,3,5,5,4,5,4,4,4,5,5,4,True,False,False,False,True,True,False,False,True
168,1,2,4,0,2,6,0,4,3,1,5,7,2.0,1,4.0,5.0,2,3.0,8.0,9.0,8.0,9.0,2,1.0,15.0,15.0,15.0,4,4,3,5,3,3,4,4,4,3,5,3,5,4,5,4,4,4,5,5,4,False,False,False,True,False,False,False,False,True
169,0,2,2,1,3,2,5,7,6,0,3,1,3.0,1,5.0,5.0,3,3.0,6.0,8.0,9.0,9.0,2,1.0,15.0,15.0,15.0,4,3,4,4,3,3,3,4,4,4,2,3,5,4,5,4,4,4,5,5,4,True,False,False,False,True,False,False,False,True
170,1,2,3,1,1,4,5,1,2,6,0,3,4.0,1,5.0,5.0,2,3.0,7.0,6.0,6.0,6.0,2,1.0,15.0,15.0,15.0,4,3,4,4,3,5,5,4,3,4,2,3,5,4,4,4,4,4,5,5,3,True,False,False,False,True,False,False,False,True
171,1,3,4,0,2,4,0,6,1,3,5,3,2.0,0,3.0,3.0,2,2.0,7.0,5.0,5.0,4.0,3,2.0,16.0,14.0,15.0,4,3,4,4,5,4,3,4,3,5,3,3,5,4,4,4,4,4,5,5,3,True,False,False,True,False,False,True,False,False
172,1,2,4,0,3,2,1,1,0,7,3,5,3.0,0,3.0,3.0,2,2.0,8.0,7.0,5.0,6.0,2,1.0,16.0,14.0,15.0,4,3,4,4,5,5,4,4,4,5,3,3,5,5,5,4,4,4,5,4,4,True,False,False,False,True,False,True,False,True
173,1,3,2,0,4,0,1,4,2,6,3,7,3.0,1,5.0,5.0,3,1.0,7.0,7.0,6.0,5.0,3,2.0,16.0,14.0,15.0,4,4,3,4,5,5,4,4,3,5,3,5,5,5,5,4,4,4,5,4,4,True,False,False,True,False,False,False,False,True
174,1,2,1,1,4,4,0,1,1,6,7,3,1.0,0,1.0,1.0,3,3.0,8.0,8.0,5.0,6.0,2,1.0,16.0,15.0,15.0,4,4,3,4,5,4,5,4,3,5,3,5,5,5,5,4,5,5,5,5,4,False,False,False,False,True,False,False,False,True
175,1,4,1,1,4,0,8,2,1,1,6,7,3.0,1,4.0,5.0,3,3.0,9.0,8.0,8.0,8.0,4,3.0,16.0,15.0,15.0,5,4,4,4,4,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,4,False,False,False,False,True,False,False,True,False
176,0,3,2,0,2,4,0,1,7,6,3,5,3.0,1,3.0,4.0,2,4.0,8.0,7.0,5.0,8.0,3,2.0,17.0,14.0,15.0,4,4,4,4,5,4,4,4,4,4,3,5,5,5,5,4,5,5,5,5,4,True,False,False,False,True,False,False,True,False
177,0,4,2,0,2,4,6,0,1,5,7,3,4.0,1,5.0,5.0,3,4.0,9.0,9.0,7.0,6.0,4,3.0,14.0,17.0,16.0,4,4,4,4,5,4,4,4,4,4,3,5,5,5,5,4,5,5,5,5,4,False,True,False,True,False,False,False,True,False
178,0,3,1,0,2,6,5,4,1,3,7,0,3.0,1,4.0,3.0,3,4.0,8.0,8.0,8.0,9.0,3,2.0,16.0,15.0,16.0,5,5,4,4,5,4,5,4,3,5,4,5,5,5,5,4,5,5,5,5,4,False,False,False,False,False,False,False,False,True
179,0,2,2,1,2,4,3,1,6,7,0,5,3.0,0,4.0,5.0,2,4.0,9.0,9.0,9.0,9.0,2,1.0,16.0,16.0,16.0,5,4,5,4,5,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,False,False,False,False,False,False,False,False,True
180,0,3,4,0,3,2,6,5,1,3,0,7,2.0,1,3.0,4.0,3,4.0,8.0,6.0,6.0,7.0,3,2.0,16.0,16.0,16.0,5,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,True,False,False,False,True,False,False,True,False
181,0,2,1,0,5,0,2,1,3,4,1,7,1.0,0,3.0,4.0,2,5.0,8.0,7.0,7.0,8.0,2,1.0,16.0,16.0,16.0,5,4,5,4,5,4,5,4,4,5,5,5,5,5,5,4,4,4,5,5,4,False,False,False,False,True,False,False,False,True
182,1,2,3,0,3,2,1,6,5,7,0,3,3.0,0,4.0,4.0,3,3.0,9.0,8.0,8.0,7.0,2,1.0,16.0,16.0,16.0,4,4,5,4,4,3,4,5,4,5,4,3,5,5,5,4,4,4,5,5,4,False,False,False,True,False,False,False,False,True
183,0,3,3,0,2,4,0,6,1,5,7,3,2.0,1,4.0,5.0,2,3.0,8.0,8.0,8.0,7.0,3,2.0,16.0,17.0,16.0,4,5,4,4,4,3,5,5,4,5,4,3,5,5,5,4,4,4,5,5,4,True,False,False,False,True,False,False,True,False
184,0,2,2,0,2,1,6,1,4,3,5,7,2.0,0,4.0,4.0,3,3.0,8.0,9.0,9.0,8.0,2,1.0,16.0,17.0,16.0,4,5,4,4,4,5,5,5,4,5,4,3,5,5,5,4,4,5,5,5,5,True,False,False,False,True,False,False,False,True
185,0,2,2,0,2,5,4,0,6,1,7,3,3.0,1,4.0,5.0,2,4.0,8.0,8.0,8.0,9.0,2,1.0,16.0,17.0,16.0,4,5,4,4,4,5,5,5,4,5,4,3,5,5,5,4,4,5,5,5,5,False,False,False,True,False,False,False,False,True
186,0,2,2,0,5,4,2,1,0,0,3,5,1.0,0,1.0,5.0,3,3.0,6.0,5.0,5.0,4.0,2,1.0,17.0,16.0,16.0,4,5,4,4,4,4,5,5,4,5,4,3,5,5,5,5,5,5,5,5,4,False,False,False,False,False,False,False,False,True
187,1,2,3,0,5,4,0,1,2,7,3,1,1.0,0,4.0,5.0,3,3.0,9.0,7.0,7.0,8.0,2,1.0,17.0,16.0,17.0,4,5,4,4,4,5,5,5,5,5,4,3,5,5,5,4,5,5,5,5,5,False,False,True,False,False,False,False,False,True
188,0,2,4,1,3,5,2,6,1,7,3,0,3.0,1,3.0,4.0,2,4.0,7.0,8.0,7.0,9.0,2,1.0,17.0,17.0,17.0,5,4,5,4,4,3,4,4,4,4,5,4,5,5,5,4,5,5,5,5,5,False,False,False,True,False,False,False,True,False
189,1,2,3,0,2,7,0,1,5,4,3,6,3.0,0,4.0,5.0,3,3.0,7.0,8.0,8.0,8.0,2,1.0,17.0,17.0,17.0,5,4,5,4,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,False,False,False,True,False,False,True,False,True
