Timestamp,What is your gender : ,In which year of your studies are you currently enrolled:,What was your BAC specialty :,How many hours per week do you spend studying (personnal efforts):,Where do you prefer to study:,You prefer to study: ,What learning methods do help you understand better: ,What types of resources do you use most:_x,Do you use a planer or a schedule in your revisions :_x,"For the next 8 questions you will have a list of problems (obstacles) classify them according to how much they influence your studies:
1. First :_x",2. Second :,3. Third :,4. Fourth :,5. Fifth :,6. Sixth :,7. Seventh :,8. Eighth :,Other problems that you face:,Rate your satisfaction  with the school's program: ,Do you engage in any external activities (not related to the study field): ,Your level of motivation for joining ENSIA:,How much do you like the field of Artificial Intelligence :_x,How do other's feedback influence you:,How many hours do you sleep :,How well do you handle stress and pressure : ,"In a scale of 1 to 10 how do you rate your level in the following fields:
1. English:_x",2. Programming:_x,3. Computer science: ,4. Mathematics:,1Y_Average S1_x,1Y_Average S2_x,1Y_Average_x,2Y_Average S1_x,2Y_Average S2_x,2Y_Average_x,3Y_Average S1,3Y_Average S2,3Y_Average,1Y_Foundational Mathematics,1Y_DSA1,1Y_Digital Systems,1Y_Information Technology Essentials,1Y_English 1,1Y_CPSCT_x,1Y_OOP_x,1Y_Introduction to Linux,1Y_Linear Algebra_x,1Y_Mathematical Analysis 1,1Y_Introduction to Statistics,1Y_English 2,2Y_DSA 2,2Y_Logic_x,2Y_Mathematical Analysis 2,2Y_Databases,2Y_Probability,2Y_Web Development,2Y_Introduction to Business,2Y_Theory of Computing,2Y_Operating Systems,2Y_Computer Architecture,2Y_Statistical Inference,2Y_Introduction to AI,2Y_Mathematical Analysis 3,2Y_Electronic Circuits Labs,3Y_Data Mining,3Y_Operations Research,3Y_Stochastic,3Y_Software Engineering,3Y_Networks and Protocols,3Y_Mobile Development,3Y_Entrepreneurship and Innovation,3Y_Machine Learning,3Y_Numerical Methods and Optimisation,3Y_Time Series,3Y_Advanced Databases,3Y_Computer and network Security,1Y_Foundational Mathematics.1,1Y_DSA1.1,1Y_Digital Systems.1,1Y_Information Technology Essentials.1,1Y_English 1.1,1Y_CPSCT.1,1Y_OOP.1,1Y_Introduction to Linux.1,1Y_Linear Algebra.1,1Y_Mathematical Analysis 1.1,1Y_Introduction to Statistics.1,1Y_English 2.1,2Y_DSA 2.1,2Y_Logic.1,2Y_Mathematical Analysis 2.1,2Y_Databases.1,2Y_Probability.1,2Y_Web Development.1,2Y_Introduction to Business.1,2Y_Theory of Computing.1,2Y_Operating Systems.1,2Y_Computer Architecture.1,2Y_Statistical Inference.1,2Y_Introduction to AI.1,2Y_Mathematical Analysis 3.1,2Y_Electronic Circuits Labs.1,1Y_Foundational Mathematics.2,1Y_DSA1.2,1Y_Digital Systems.2,1Y_Information Technology Essentials.2,1Y_English 1.2,1Y_CPSCT.2,1Y_OOP.2,1Y_Introduction to Linux.2,1Y_Linear Algebra.2,1Y_Mathematical Analysis 1.2,1Y_Introduction to Statistics.2,1Y_English 2.2,You prefer to study:,What learning methods do help you understand better:,What types of resources do you use most:_y,Do you use a planer or a schedule in your revisions :_y,"For the next 8 questions you will have a list of problems (obstacles) classify them according to how much they influence your studies:
1. First :_y",2. Second:,3. Third:,4. Forth:,5. Fifth:,6. sixth:,7. seventh:,8. eighth,Rate your satisfaction with the school's program:,Do you engage in any external activities (not related to the study field):,Your level of motivation for joining ENSIA,How much do you like the field of Artificial Intelligence :_y,How do others' feedbacks influence you:,How many hours do you sleep,How well do you handle stress and pressure :,"In a scale of 1 to 10 how do you rate your level in the following fields:
1. English:_y",2. Programming:_y,3. Computer science:,4. Mathematics,1Y_Intensive english,1Y_Seminar,1Y_CPSCT_y,1Y_Analysis I,1Y_Algebra,1Y_A. Com. I,1Y_Average S1_y,1Y_Intro. Prog. C++,1Y_Analysis II,1Y_A. Com. II,1Y_OOP_y,1Y_Linear Algebra_y,1Y_Proba Stat,1Y_Average S2_y,1Y_Average_y,2Y_Analysis III,2Y_DSA,2Y_Archi 1,2Y_Logic_y,2Y_Complexity,2Y_Proba Stat II,2Y_Lin. Alg II,2Y_DataBases,2Y_Average S1_y,2Y_Intro AI,2Y_Oper. res,2Y_Archi II,2Y_Oper. Syst,2Y_Soft. Eng.,2Y_Web Prog.,2Y_Intro. Busin.,2Y_Average S2_y,2Y_Average_y
2025/01/08 6:07:25 PM GMT+1,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Online courses and tutorials,Online tutorials;YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Teaching language,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,4,4,Negatively,5-7 hours,3,8,8,7,7,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Very High,High,High,High,High,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops","Books, Online documents, YouTube videos",Yes,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Pressure,Bad quality of internet,Teaching language,Not having a good (powerful) computer,Private life problems,2,Yes,3,3,Negatively,5-7 hours,4,6,5,3,3,High,High,Very High,High,Moderate,Moderate,12.0,Moderate,High,High,Moderate,Moderate,Low,10.0,11.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:07:25 PM GMT+1,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Online courses and tutorials,Online tutorials;YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Teaching language,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,4,4,Negatively,5-7 hours,3,8,8,7,7,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Very High,High,High,High,High,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",No,Teachers' teaching method,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Private life problems,2,Yes,1,3,You do not care about,5-7 hours,4,10,7,7,8,,,,,,,,,,,,,,,,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Low,Low,Low,Moderate,Low,High,7.0,9.0
2025/01/08 6:07:25 PM GMT+1,Female,Second year,Mathematics,18-25,In your room (dorms),Alone,Online courses and tutorials,Online tutorials;YouTube videos;Private courses,No,Teachers' teaching method,Lack of time,Lack of time,Lack of previous knowledge or experience in the field,Teaching language,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,4,4,Negatively,5-7 hours,3,8,8,7,7,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,Moderate,Moderate,High,Moderate,Moderate,Very High,High,High,High,High,Alone,"Learning by practicing, Interactive workshops","Books, YouTube videos",Yes,Bad quality of internet,Not having a good (powerful) computer,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Private life problems,2,No,2,5,You do not care about,5-7 hours,3,7,3,2,8,High,High,High,Very High,Moderate,High,13.0,Moderate,High,Very High,Moderate,Moderate,High,11.0,12.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:08:00 PM GMT+1,Female,Second year,Mathematics,18-25,At home,Alone,Learning by practicing;Project-based learning;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,No,Lack of time,Pressure,ما,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Lack of previous knowledge or experience in the field,Transportation ,3,Yes,4,4,You do not care about,5-7 hours,3,8,7,8,6,12.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,High,Very High,Very High,Moderate,Moderate,Moderate,Low,High,High,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Teachers' teaching method,Teaching language,3,No,5,5,You do not care about,5-7 hours,4,9,8,8,8,,,,,,,,,,,,,,,,High,High,Moderate,High,Moderate,Moderate,Moderate,High,High,Low,Low,Low,Moderate,High,Moderate,Very High,9.0,11.0
2025/01/08 6:08:41 PM GMT+1,Male,Second year,Mathematics,18-25,At home,Alone,Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online documents;YouTube videos,Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Not having a good (powerful) computer,Teaching language,,3,No,4,5,Positively,5-7 hours,3,8,7,7,9,15.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very High,High,Moderate,High,Very High,High,High,High,Moderate,High,Very High,High,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Teachers' teaching method,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Bad quality of internet,Not having a good (powerful) computer,Private life problems,1,No,1,5,Negatively,8 hours or more,3,6,5,5,4,Very High,Very High,High,Very High,Very High,Very High,17.0,Very High,Very High,Very High,Very High,High,High,16.0,16.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:08:46 PM GMT+1,Female,Second year,Science,26-33,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Bad quality of internet,Lack of time,Teachers' teaching method,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,,3,Yes,4,5,Positively,8 hours or more,3,8,8,8,6,12.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,High,Low,High,High,High,Moderate,High,Low,Low,Low,High,Alone,"Lectures, Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online documents, YouTube videos",Yes,Lack of previous knowledge or experience in the field,Pressure,Private life problems,Teaching language,Lack of time,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,4,Yes,5,5,Positively,5-7 hours,3,7,6,6,6,Very High,High,Very High,High,High,High,15.0,High,Very High,Very High,Very High,Moderate,Moderate,15.0,15.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:08:46 PM GMT+1,Female,Second year,Science,26-33,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Bad quality of internet,Lack of time,Teachers' teaching method,Private life problems,Pressure,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,,3,Yes,4,5,Positively,8 hours or more,3,8,8,8,6,12.0,10.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,High,Low,High,High,High,Moderate,High,Low,Low,Low,High,Alone,"Lectures, Learning by practicing, Online courses and tutorials","Online tutorials, Online documents",Yes,Lack of time,Pressure,Bad quality of internet,Teachers' teaching method,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Not having a good (powerful) computer,2,Yes,4,2,Negatively,5-7 hours,4,8,6,7,7,High,High,Very High,High,Moderate,High,14.0,Low,Moderate,Very High,High,High,Moderate,11.0,12.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Lack of time,Pressure,Bad quality of internet,Teaching language,Private life problems,3,No,5,5,You do not care about,5-7 hours,5,9,6,6,8,Very High,High,High,High,Moderate,High,13.0,Moderate,Moderate,Very High,Moderate,Moderate,Moderate,10.0,11.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Lectures, Learning by practicing, Mind mapping and visualization","Books, Online tutorials, YouTube videos",No,Teaching language,Pressure,Lack of previous knowledge or experience in the field,Lack of time,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,Private life problems,2,No,4,5,Negatively,5-7 hours,5,6,3,2,5,High,High,High,High,Moderate,High,12.0,Low,High,High,Moderate,Low,Low,8.0,10.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Learning by practicing, Project-based learning","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Bad quality of internet,Private life problems,Teaching language,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,3,Yes,4,5,You do not care about,5-7 hours,3,9,9,9,7,Very High,High,High,Very High,High,High,15.0,High,High,Very High,High,Moderate,Moderate,13.0,14.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,Learning by practicing,YouTube videos,Yes,Pressure,Lack of time,Bad quality of internet,Lack of previous knowledge or experience in the field,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,3,No,4,4,You do not care about,5-7 hours,3,7,6,6,8,High,High,High,High,Moderate,Moderate,12.0,Low,High,High,Moderate,Moderate,High,11.0,11.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Lectures, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Bad quality of internet,Private life problems,Teaching language,Not having a good (powerful) computer,2,No,3,3,You do not care about,5-7 hours,2,9,6,7,7,High,High,High,High,Moderate,Moderate,13.0,Moderate,High,High,High,Moderate,High,11.0,12.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Lectures, Mind mapping and visualization, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",No,Pressure,Lack of time,Bad quality of internet,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,4,Yes,4,5,Positively,5-7 hours,3,7,6,6,6,High,Very High,Very High,Very High,Very High,High,16.0,High,Very High,Very High,Moderate,Moderate,Moderate,13.0,14.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:09:47 PM GMT+1,Female,Second year,Science,18-25,In your room (dorms),In peer,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Teachers' teaching method,Pressure,Lack of time,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Teaching language,,2,Yes,3,5,Negatively,5-7 hours,4,8,6,7,8,14.0,10.0,12.0,9.0,10.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization","Online tutorials, Online documents, YouTube videos, couses and slides sent by our teachers",Yes,Bad quality of internet,Lack of time,Pressure,Teachers' teaching method,Lack of previous knowledge or experience in the field,Teaching language,Not having a good (powerful) computer,Private life problems,3,Yes,4,3,Positively,5-7 hours,2,8,7,8,6,High,High,High,High,Moderate,High,13.0,Moderate,Moderate,High,High,Low,Moderate,10.0,11.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:11:38 PM GMT+1,Male,Second year,Technical maths,18-25,In your room (dorms),In peer,Lectures;Learning by practicing,Online tutorials;YouTube videos,No,Private life problems,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Teaching language,Not having a good (powerful) computer,,3,No,4,4,Positively,5-7 hours,4,8,6,7,7,11.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,High,High,High,Alone,"Lectures, Learning by practicing, Online courses and tutorials","Online documents, YouTube videos",No,Teaching language,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Bad quality of internet,Private life problems,Not having a good (powerful) computer,1,Yes,2,3,You do not care about,8 hours or more,3,2,6,6,8,High,High,High,Very High,High,Moderate,13.0,High,Very High,High,High,High,Moderate,13.0,13.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:11:50 PM GMT+1,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,Online tutorials;YouTube videos;Private courses,Yes,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Private life problems,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Pressure,Health,2,Yes,4,5,Positively,5-7 hours,4,8,7,6,6,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,High,Moderate,High,High,Moderate,High,Moderate,Low,Moderate,High,In peer,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials",YouTube videos,Yes,Lack of time,Pressure,Private life problems,Teachers' teaching method,Bad quality of internet,Lack of previous knowledge or experience in the field,Not having a good (powerful) computer,Teaching language,2,No,3,4,Negatively,5-7 hours,3,8,6,7,8,Very High,High,High,Very High,High,Very High,15.0,Moderate,High,Very High,Moderate,Moderate,Moderate,12.0,13.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:11:50 PM GMT+1,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,Online tutorials;YouTube videos;Private courses,Yes,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Private life problems,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Pressure,Health,2,Yes,4,5,Positively,5-7 hours,4,8,7,6,6,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,High,Moderate,High,High,Moderate,High,Moderate,Low,Moderate,High,Alone,"Lectures, Learning by practicing, Project-based learning, Mind mapping and visualization, Interactive workshops, Online courses and tutorials","Books, Online documents, YouTube videos",No,Lack of time,Lack of previous knowledge or experience in the field,Private life problems,Pressure,Teachers' teaching method,Bad quality of internet,Teaching language,Not having a good (powerful) computer,3,No,3,3,Negatively,5-7 hours,4,7,5,6,6,Very High,High,High,High,Moderate,Very High,14.0,Moderate,High,Very High,High,Moderate,Moderate,13.0,13.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:11:50 PM GMT+1,Female,Second year,Science,18-25,In the school's library,Alone,Learning by practicing;Mind mapping and visualization;Interactive workshops;Online courses and tutorials,Online tutorials;YouTube videos;Private courses,Yes,Bad quality of internet,Lack of previous knowledge or experience in the field,Lack of time,Private life problems,Teachers' teaching method,Not having a good (powerful) computer,Teaching language,Pressure,Health,2,Yes,4,5,Positively,5-7 hours,4,8,7,6,6,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Moderate,High,Moderate,High,High,Moderate,High,Moderate,Low,Moderate,High,Alone,"Learning by practicing, Mind mapping and visualization, Online courses and tutorials","Online documents, YouTube videos",Yes,Pressure,Lack of time,Teachers' teaching method,Teaching language,Bad quality of internet,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,3,Yes,3,5,You do not care about,8 hours or more,3,7,6,6,6,High,High,High,High,Moderate,High,13.0,Low,Moderate,High,Low,Moderate,Moderate,9.0,11.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:12:39 PM GMT+1,Male,Second year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing,YouTube videos,Yes,Pressure,Pressure,Lack of time,Pressure,Pressure,Pressure,Pressure,Pressure,غيشي ,3,No,3,3,You do not care about,5-7 hours,5,7,6,6,7,15.0,15.0,15.0,12.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,Alone,"Lectures, Learning by practicing, Online courses and tutorials",YouTube videos,No,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Bad quality of internet,Teachers' teaching method,Teaching language,Not having a good (powerful) computer,Private life problems,3,Yes,4,4,You do not care about,5-7 hours,3,6,8,5,4,Very High,High,Very High,Very High,High,High,15.0,High,Very High,Very High,High,High,High,14.0,14.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:12:39 PM GMT+1,Male,Second year,Science,10-17,In your room (dorms),In peer,Lectures;Learning by practicing,YouTube videos,Yes,Pressure,Pressure,Lack of time,Pressure,Pressure,Pressure,Pressure,Pressure,غيشي ,3,No,3,3,You do not care about,5-7 hours,5,7,6,6,7,15.0,15.0,15.0,12.0,11.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,Moderate,Moderate,Moderate,Moderate,Very High,Alone,"Learning by practicing, Project-based learning, Online courses and tutorials","Books, Online tutorials, Online documents, YouTube videos",Yes,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Teachers' teaching method,Pressure,Lack of time,1,Yes,1,3,You do not care about,5-7 hours,5,9,9,9,8,High,High,High,Very High,High,Moderate,14.0,High,High,High,High,High,Moderate,13.0,13.0,,,,,,,,,,,,,,,,,,
2025/01/08 6:13:09 PM GMT+1,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books;Online documents,No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,3,3,You do not care about,5-7 hours,5,8,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In peer,Mind mapping and visualization,YouTube videos,No,Private life problems,Teachers' teaching method,Lack of previous knowledge or experience in the field,Lack of time,Pressure,Teaching language,Bad quality of internet,Not having a good (powerful) computer,3,Yes,3,3,You do not care about,5-7 hours,3,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025/01/08 6:13:09 PM GMT+1,Male,First year,Mathematics,10-17,In your room (dorms),Alone,Learning by practicing;Project-based learning,Books;Online documents,No,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Bad quality of internet,Pressure,Teaching language,Not having a good (powerful) computer,Private life problems,,3,Yes,3,3,You do not care about,5-7 hours,5,8,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alone,"Lectures, Learning by practicing, Online courses and tutorials","Online documents, YouTube videos",No,Lack of time,Bad quality of internet,Pressure,Lack of previous knowledge or experience in the field,Bad quality of internet,Lack of time,Lack of time,Lack of time,4,No,4,4,You do not care about,5-7 hours,4,6,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
